jumlah_siswa;jumlah_guru;rasio_guru_siswa;persentase_guru_bersertifikasi;rata_rata_nilai;prestasi_akademik;akreditasi;persentase_fasilitas_layak;kehadiran_siswa;persentase_lulusan_melanjutkan;status_sekolah
604;25;24.16;68.12;76.26;12;B;87.27;82.22;71.04;Tidak Unggul
890;41;21.71;65.93;75.08;8;B;71.83;84.07;65.64;Tidak Unggul
747;54;13.83;81.75;75.71;16;B;76.43;92.3;74.53;Unggul
794;28;28.36;59.45;71.53;7;B;58.04;77.79;59.2;Tidak Unggul
659;28;23.54;75.12;74.52;9;B;73.69;81.37;64.27;Tidak Unggul
332;26;12.77;83.5;76.27;25;A;86.1;99.0;92.46;Unggul
535;27;19.81;80.59;71.8;12;B;50.92;88.22;72.04;Tidak Unggul
723;51;14.18;89.7;74.55;16;A;96.63;98.51;82.49;Unggul
880;42;20.95;72.62;76.07;12;B;88.16;89.8;85.15;Unggul
554;22;25.18;71.71;72.29;10;B;66.89;83.25;67.62;Tidak Unggul
395;12;32.92;47.77;61.71;4;C;62.31;76.5;58.12;Tidak Unggul
891;35;25.46;65.96;72.81;8;C;71.61;89.98;70.63;Tidak Unggul
740;51;14.51;70.96;68.08;16;B;79.6;93.02;73.39;Unggul
810;42;19.29;71.52;78.0;12;B;56.26;86.61;69.28;Unggul
799;63;12.68;85.6;88.79;18;A;92.47;95.28;95.07;Unggul
620;23;26.96;54.75;60.34;5;C;59.26;77.51;54.1;Tidak Unggul
975;51;19.12;56.5;73.14;10;B;86.36;85.24;71.86;Unggul
572;30;19.07;78.08;92.8;17;A;87.21;87.42;89.32;Unggul
214;9;23.78;77.41;79.62;13;B;74.27;83.68;59.83;Tidak Unggul
162;8;20.25;72.64;82.68;13;C;83.59;86.21;79.09;Unggul
362;18;20.11;58.35;73.62;10;B;73.11;86.69;76.1;Tidak Unggul
391;14;27.93;57.6;71.26;4;C;75.79;77.22;60.79;Tidak Unggul
642;17;37.76;66.89;70.46;5;C;49.4;80.76;63.33;Tidak Unggul
362;19;19.05;76.97;76.34;16;A;80.64;90.27;83.4;Unggul
842;40;21.05;60.61;79.17;9;B;80.26;87.14;64.66;Unggul
487;17;28.65;76.36;73.23;7;C;53.19;83.55;60.91;Tidak Unggul
322;21;15.33;66.73;74.94;14;A;74.3;92.15;76.7;Unggul
821;41;20.02;77.58;81.98;17;B;85.37;88.16;84.54;Unggul
313;24;13.04;80.16;92.86;20;A;91.92;99.0;84.06;Unggul
614;31;19.81;84.36;81.02;13;A;76.09;87.05;82.06;Unggul
646;48;13.46;85.82;87.99;16;A;95.94;90.83;84.52;Unggul
849;43;19.74;70.93;78.12;14;A;72.09;90.42;80.89;Unggul
544;33;16.48;77.65;79.13;17;A;87.44;94.2;89.35;Unggul
852;40;21.3;75.67;71.65;11;B;70.97;87.15;74.01;Tidak Unggul
457;16;28.56;58.51;62.0;6;C;45.0;78.69;52.22;Tidak Unggul
917;36;25.47;58.38;68.36;4;C;55.07;86.64;59.79;Tidak Unggul
332;14;23.71;62.12;60.88;6;B;62.87;80.96;57.57;Tidak Unggul
778;31;25.1;52.17;77.23;8;B;52.23;78.54;65.2;Tidak Unggul
943;68;13.87;100.0;91.66;20;A;97.94;89.76;90.44;Unggul
659;41;16.07;85.31;84.73;14;A;83.73;89.12;83.35;Unggul
857;28;30.61;61.49;71.23;5;C;64.36;75.0;55.52;Tidak Unggul
695;35;19.86;78.91;71.64;11;B;71.78;86.27;67.71;Unggul
713;48;14.85;75.38;72.23;13;B;78.01;94.42;87.05;Unggul
773;31;24.94;56.79;70.7;6;C;68.58;82.09;62.74;Tidak Unggul
913;52;17.56;78.94;84.16;14;B;74.02;92.53;81.68;Unggul
743;41;18.12;80.65;79.16;15;B;63.54;89.46;94.76;Unggul
893;33;27.06;74.33;61.98;4;C;46.54;86.28;59.89;Tidak Unggul
376;14;26.86;60.71;68.57;8;B;70.1;85.19;70.09;Tidak Unggul
894;46;19.43;66.92;80.1;15;B;74.02;87.99;75.91;Unggul
882;30;29.4;82.66;73.69;11;C;88.02;80.63;70.06;Tidak Unggul
585;26;22.5;76.57;80.73;7;B;75.35;84.77;70.73;Tidak Unggul
571;27;21.15;76.78;77.58;13;B;76.3;91.91;75.72;Unggul
703;51;13.78;72.35;76.09;15;A;66.79;83.97;87.24;Unggul
170;10;17.0;79.51;77.45;16;B;72.72;88.56;74.35;Unggul
703;28;25.11;56.42;66.16;7;B;75.65;82.94;68.73;Tidak Unggul
546;20;27.3;62.29;76.65;8;C;69.01;79.71;67.11;Tidak Unggul
774;34;22.76;56.98;65.46;8;B;59.7;81.58;62.08;Tidak Unggul
254;17;14.94;71.64;77.3;15;A;70.13;92.1;80.48;Tidak Unggul
341;24;14.21;74.24;87.42;16;A;90.55;91.18;91.97;Unggul
166;8;20.75;76.98;83.11;11;B;67.74;89.79;65.56;Tidak Unggul
269;18;14.94;95.19;95.0;16;A;79.42;90.36;88.2;Unggul
542;30;18.07;88.6;75.93;18;A;81.41;91.03;85.08;Unggul
574;44;13.05;89.79;88.23;17;A;97.35;95.47;90.88;Unggul
278;17;16.35;78.29;82.67;15;A;81.3;90.98;83.38;Unggul
279;8;34.88;64.58;67.19;8;C;74.96;82.99;78.73;Tidak Unggul
721;28;25.75;60.89;72.16;8;B;67.6;83.97;72.83;Tidak Unggul
709;39;18.18;67.81;74.39;13;A;68.61;89.03;81.29;Unggul
178;9;19.78;57.28;81.46;9;B;67.96;87.53;70.57;Tidak Unggul
246;8;30.75;49.43;60.0;6;C;59.49;77.94;55.73;Tidak Unggul
159;10;15.9;91.24;85.86;19;A;75.47;90.56;87.02;Unggul
391;17;23.0;72.31;78.24;11;C;58.63;82.74;64.71;Tidak Unggul
975;29;33.62;54.98;68.89;12;C;67.39;81.62;65.82;Tidak Unggul
381;27;14.11;88.84;83.85;19;A;85.24;91.26;94.09;Unggul
938;36;26.06;75.51;67.95;7;B;74.09;88.14;72.9;Tidak Unggul
433;24;18.04;73.93;82.51;13;B;65.71;88.93;75.02;Unggul
864;39;22.15;59.77;69.04;8;B;59.89;81.08;59.92;Tidak Unggul
908;45;20.18;68.64;75.42;14;B;79.26;88.3;77.22;Tidak Unggul
951;32;29.72;68.68;66.9;3;C;58.31;82.0;53.24;Tidak Unggul
925;54;17.13;83.09;89.57;16;A;72.7;89.45;92.12;Unggul
875;47;18.62;95.61;78.03;15;A;82.65;91.57;83.26;Unggul
349;14;24.93;64.63;67.15;10;B;82.6;84.15;74.3;Tidak Unggul
228;11;20.73;68.05;70.67;11;B;72.02;88.23;70.36;Tidak Unggul
322;18;17.89;60.9;82.62;11;B;69.12;93.03;72.06;Tidak Unggul
616;34;18.12;82.32;77.33;13;A;83.68;85.37;73.01;Unggul
730;29;25.17;64.38;62.65;6;C;59.78;83.25;69.9;Tidak Unggul
565;36;15.69;72.68;77.24;14;A;86.47;84.77;77.28;Unggul
598;43;13.91;79.24;89.51;18;A;82.1;97.88;89.16;Unggul
236;12;19.67;77.46;77.3;14;B;66.68;81.22;79.71;Tidak Unggul
250;14;17.86;70.3;71.16;12;A;74.22;89.78;78.07;Tidak Unggul
157;8;19.62;83.16;76.83;19;A;64.59;94.14;91.54;Unggul
994;38;26.16;69.89;73.92;6;C;69.69;81.7;66.06;Tidak Unggul
349;14;24.93;64.86;69.82;11;B;74.8;83.73;59.04;Tidak Unggul
654;27;24.22;49.84;80.26;8;B;67.46;82.62;67.39;Tidak Unggul
236;11;21.45;69.28;84.73;9;B;68.09;85.53;67.91;Tidak Unggul
192;16;12.0;76.17;89.61;16;A;88.6;86.02;80.4;Unggul
534;22;24.27;58.6;75.34;9;B;74.7;77.6;75.12;Tidak Unggul
770;49;15.71;81.83;84.87;13;B;85.33;92.78;75.11;Unggul
584;32;18.25;75.74;74.31;10;B;75.2;83.66;77.05;Unggul
557;20;27.85;68.37;71.15;10;C;65.73;83.9;67.61;Tidak Unggul
632;31;20.39;65.35;67.05;10;B;68.21;81.33;68.93;Tidak Unggul
813;34;23.91;67.82;71.17;10;B;51.65;83.1;61.56;Tidak Unggul
166;9;18.44;70.65;72.34;16;B;67.83;91.14;72.36;Tidak Unggul
794;34;23.35;73.81;72.69;9;B;72.94;83.28;74.14;Unggul
297;21;14.14;81.51;79.96;16;A;99.84;97.27;85.04;Unggul
426;20;21.3;71.24;72.26;16;B;81.44;87.8;73.32;Unggul
381;16;23.81;64.64;60.0;9;B;64.95;83.74;66.68;Tidak Unggul
975;46;21.2;92.87;67.47;10;B;61.18;84.97;70.08;Unggul
515;35;14.71;76.56;82.17;16;A;92.76;94.06;96.24;Unggul
377;26;14.5;76.17;80.4;16;A;83.52;92.58;85.23;Unggul
800;55;14.55;73.63;93.11;21;A;82.57;93.62;98.0;Unggul
585;26;22.5;71.12;73.0;11;B;72.1;82.57;73.45;Tidak Unggul
548;20;27.4;79.92;75.49;9;C;73.07;87.53;61.14;Tidak Unggul
360;24;15.0;84.58;91.98;19;A;76.28;97.13;89.75;Unggul
540;21;25.71;62.51;79.17;9;B;67.9;85.59;80.66;Tidak Unggul
648;25;25.92;63.96;65.03;7;B;75.53;85.71;74.37;Tidak Unggul
689;29;23.76;77.68;67.61;8;B;78.96;81.77;76.67;Tidak Unggul
712;29;24.55;79.03;71.8;12;B;68.91;81.64;60.99;Tidak Unggul
640;27;23.7;61.32;68.54;10;B;62.93;87.21;78.38;Tidak Unggul
591;37;15.97;80.59;77.11;13;B;65.71;84.53;74.5;Unggul
410;24;17.08;79.69;77.65;15;A;89.79;96.51;84.12;Unggul
922;70;13.17;90.82;75.33;14;B;77.1;88.44;81.43;Unggul
499;20;24.95;79.3;68.53;5;C;66.49;76.62;60.12;Tidak Unggul
501;21;23.86;84.53;83.3;12;B;80.51;83.48;71.1;Unggul
669;25;26.76;51.73;64.44;3;B;53.87;77.66;58.26;Tidak Unggul
469;29;16.17;75.94;85.53;18;A;82.29;92.57;75.26;Unggul
287;15;19.13;93.19;82.03;16;A;90.95;91.56;75.57;Unggul
699;50;13.98;87.1;88.17;20;A;89.2;92.2;93.92;Unggul
772;60;12.87;79.73;93.86;18;A;93.14;93.92;95.2;Unggul
517;27;19.15;64.01;76.55;13;B;74.01;85.83;77.39;Unggul
369;17;21.71;70.8;60.0;13;B;61.68;88.62;74.63;Tidak Unggul
486;17;28.59;58.3;62.89;6;C;66.29;78.2;60.88;Tidak Unggul
372;16;23.25;68.63;70.94;8;C;78.54;87.88;65.12;Tidak Unggul
797;54;14.76;81.04;81.08;16;A;84.9;90.41;78.86;Unggul
917;50;18.34;69.23;80.01;15;A;85.93;92.38;73.71;Unggul
509;26;19.58;64.52;72.3;10;B;77.49;82.69;74.97;Tidak Unggul
478;21;22.76;74.66;72.11;9;B;81.45;83.52;67.05;Tidak Unggul
612;24;25.5;77.42;83.6;11;C;67.84;91.15;75.88;Unggul
710;39;18.21;69.56;74.39;14;B;56.28;85.41;76.91;Unggul
953;55;17.33;76.02;88.5;12;A;86.38;89.21;79.01;Unggul
531;40;13.28;69.25;82.42;14;A;67.71;88.4;79.54;Unggul
985;54;18.24;78.69;77.94;15;A;77.33;89.01;74.63;Unggul
739;39;18.95;85.7;83.82;13;B;72.37;92.87;73.4;Unggul
766;49;15.63;95.86;71.84;17;A;78.52;96.35;83.08;Unggul
318;20;15.9;75.25;78.93;14;A;85.36;83.31;82.99;Unggul
366;9;40.67;60.91;71.33;8;C;69.73;80.69;67.66;Tidak Unggul
527;22;23.95;57.99;76.24;10;B;63.95;82.35;83.52;Tidak Unggul
268;20;13.4;76.88;86.52;17;B;93.86;92.69;78.22;Unggul
339;24;14.12;80.97;86.83;16;A;81.8;92.97;88.25;Unggul
916;43;21.3;71.51;77.81;12;B;89.39;84.93;69.49;Unggul
519;25;20.76;68.22;79.82;15;B;71.22;85.47;79.11;Unggul
927;50;18.54;87.23;77.39;13;A;76.12;90.22;80.75;Unggul
298;19;15.68;79.46;84.8;13;B;75.07;88.07;70.22;Unggul
825;33;25.0;65.99;69.55;10;B;61.14;87.15;67.82;Tidak Unggul
801;30;26.7;69.26;74.81;9;C;69.01;80.32;71.53;Tidak Unggul
637;35;18.2;75.8;78.7;13;B;72.35;90.42;77.89;Unggul
919;34;27.03;75.97;69.93;6;C;62.12;81.76;66.21;Tidak Unggul
523;26;20.12;72.07;85.16;15;A;84.26;93.31;84.33;Unggul
930;66;14.09;88.85;94.51;20;A;100.0;95.1;86.58;Unggul
842;39;21.59;56.24;76.8;10;B;69.46;83.22;82.61;Tidak Unggul
309;13;23.77;68.08;76.05;13;B;68.26;83.3;74.38;Tidak Unggul
500;22;22.73;65.66;60.0;7;C;60.39;79.84;71.55;Tidak Unggul
437;19;23.0;70.08;71.77;14;A;77.77;86.35;76.01;Tidak Unggul
437;17;25.71;56.8;62.96;7;C;62.69;82.5;66.95;Tidak Unggul
375;16;23.44;61.25;69.41;12;B;60.68;84.41;64.62;Tidak Unggul
672;31;21.68;59.07;68.36;7;B;68.98;88.53;72.2;Tidak Unggul
671;30;22.37;64.4;66.33;9;C;70.89;85.11;64.23;Tidak Unggul
932;42;22.19;71.51;65.02;6;B;62.23;82.66;64.11;Tidak Unggul
422;12;35.17;54.21;66.21;7;C;57.93;77.11;50.0;Tidak Unggul
551;27;20.41;82.06;63.12;8;B;70.78;87.46;64.16;Tidak Unggul
332;25;13.28;88.16;81.61;19;A;88.99;96.13;85.45;Unggul
814;26;31.31;45.0;64.6;4;C;60.88;85.18;57.92;Tidak Unggul
637;44;14.48;82.83;86.98;14;B;75.53;93.35;85.25;Unggul
976;45;21.69;75.07;73.73;14;B;68.84;88.09;74.29;Unggul
995;62;16.05;85.84;83.11;16;A;70.08;91.02;73.59;Unggul
273;8;34.12;65.1;60.0;7;C;47.43;88.65;73.17;Tidak Unggul
775;28;27.68;62.69;69.78;8;C;56.05;81.41;70.11;Tidak Unggul
939;57;16.47;93.58;81.13;13;B;84.49;87.04;77.58;Unggul
563;43;13.09;62.22;76.31;15;B;86.45;87.21;78.66;Unggul
874;50;17.48;69.75;69.45;12;B;63.51;86.6;68.52;Unggul
321;15;21.4;72.04;74.57;10;B;57.55;84.12;73.31;Tidak Unggul
437;20;21.85;63.69;71.33;7;B;68.1;83.86;75.37;Tidak Unggul
584;35;16.69;58.98;74.57;14;B;81.79;88.02;75.24;Unggul
835;54;15.46;78.13;76.47;12;B;70.31;89.83;77.23;Unggul
262;19;13.79;80.25;82.12;20;A;81.66;95.63;88.4;Unggul
271;14;19.36;69.4;80.65;10;B;78.04;86.96;68.5;Tidak Unggul
693;28;24.75;80.38;77.65;10;B;85.06;86.5;66.13;Tidak Unggul
371;26;14.27;81.05;81.86;14;B;75.92;90.68;74.37;Unggul
780;35;22.29;69.36;86.89;15;A;80.45;85.35;82.07;Unggul
188;13;14.46;81.15;85.57;13;A;79.67;91.69;78.47;Unggul
646;34;19.0;74.66;86.66;13;B;88.77;90.48;85.65;Unggul
929;55;16.89;73.87;86.94;15;A;69.07;82.1;79.02;Unggul
382;12;31.83;68.2;66.93;5;B;62.91;82.71;72.37;Tidak Unggul
679;18;37.72;50.34;60.0;6;C;50.33;77.87;50.0;Tidak Unggul
298;9;33.11;65.56;60.0;6;C;61.07;82.77;66.57;Tidak Unggul
546;24;22.75;63.87;74.26;8;C;73.66;85.2;65.04;Tidak Unggul
810;38;21.32;67.82;70.67;12;B;73.17;90.57;65.77;Unggul
787;29;27.14;55.34;82.14;5;C;53.65;78.13;57.02;Tidak Unggul
451;18;25.06;61.05;66.56;9;B;74.18;79.03;53.24;Tidak Unggul
509;33;15.42;76.37;73.45;14;B;81.51;92.84;68.49;Unggul
387;12;32.25;55.5;68.04;4;C;59.83;82.41;61.22;Tidak Unggul
796;40;19.9;86.18;82.18;12;A;67.34;86.4;76.59;Unggul
812;50;16.24;78.01;95.0;18;A;91.64;92.1;90.54;Unggul
385;23;16.74;82.28;79.1;15;B;74.68;90.08;81.6;Unggul
885;54;16.39;90.5;88.88;16;B;75.68;91.68;83.48;Unggul
352;21;16.76;92.85;80.4;14;A;73.68;87.69;85.87;Unggul
405;22;18.41;69.67;81.66;12;B;82.64;91.14;70.96;Tidak Unggul
747;45;16.6;81.62;75.67;11;B;78.68;88.06;79.83;Unggul
811;54;15.02;78.29;88.89;13;B;78.62;84.94;77.53;Unggul
384;13;29.54;74.24;81.99;10;B;49.51;83.76;67.05;Tidak Unggul
494;27;18.3;70.09;72.25;14;B;85.6;90.29;84.08;Unggul
683;35;19.51;75.08;85.2;12;B;84.61;87.15;70.7;Unggul
946;71;13.32;80.85;80.36;20;A;81.81;92.09;89.19;Unggul
930;64;14.53;76.61;87.98;18;B;93.27;91.4;77.16;Unggul
615;23;26.74;63.29;76.57;5;B;55.8;76.37;70.73;Tidak Unggul
919;49;18.76;96.33;74.29;13;B;78.93;88.4;87.33;Unggul
690;34;20.29;74.46;67.18;10;B;71.16;86.25;73.82;Tidak Unggul
362;25;14.48;77.58;79.84;15;B;84.45;91.38;87.57;Unggul
612;23;26.61;61.54;74.94;6;C;53.5;86.62;54.23;Tidak Unggul
585;29;20.17;84.12;84.07;16;A;69.17;92.82;78.48;Unggul
432;26;16.62;75.43;78.29;13;A;78.06;88.04;78.8;Unggul
711;46;15.46;80.69;87.33;18;A;77.47;91.7;86.19;Unggul
756;41;18.44;62.83;73.9;13;B;75.78;87.64;70.81;Unggul
612;25;24.48;61.85;68.44;5;C;63.86;75.0;60.48;Tidak Unggul
556;21;26.48;49.06;76.14;11;B;81.11;80.58;66.69;Tidak Unggul
237;13;18.23;65.12;83.8;16;A;91.74;90.35;81.52;Unggul
193;8;24.12;63.02;79.11;9;B;67.16;88.97;62.25;Tidak Unggul
610;40;15.25;86.01;76.57;17;B;94.87;90.61;73.22;Unggul
427;21;20.33;81.88;77.92;11;B;71.85;88.24;56.1;Unggul
832;33;25.21;72.26;68.54;9;B;69.92;80.93;72.79;Tidak Unggul
570;32;17.81;76.04;73.39;13;B;86.86;85.2;73.71;Tidak Unggul
850;34;25.0;70.86;73.17;11;B;63.65;83.47;71.18;Tidak Unggul
502;30;16.73;85.85;79.2;14;B;68.81;91.28;86.06;Unggul
845;51;16.57;77.8;72.15;15;B;76.04;91.47;70.03;Unggul
664;31;21.42;79.33;76.82;14;A;79.66;88.33;77.48;Unggul
852;36;23.67;62.15;79.09;17;A;81.37;86.96;83.48;Unggul
779;33;23.61;67.89;69.96;11;B;57.6;87.65;64.77;Tidak Unggul
168;18;9.33;87.81;95.0;20;A;89.16;99.0;89.38;Unggul
172;8;21.5;71.52;77.34;13;A;66.79;86.92;81.45;Unggul
562;28;20.07;74.11;79.55;13;A;76.43;88.97;77.46;Unggul
179;8;22.38;65.48;79.83;20;A;88.67;89.67;68.91;Tidak Unggul
956;38;25.16;70.74;70.47;9;B;68.57;85.07;66.67;Tidak Unggul
257;14;18.36;80.27;83.1;15;B;72.79;90.73;77.05;Unggul
516;33;15.64;84.65;82.68;16;A;70.85;86.9;80.4;Unggul
430;22;19.55;76.16;71.62;12;B;73.02;89.21;82.76;Tidak Unggul
277;19;14.58;71.43;82.76;19;A;83.5;97.4;84.7;Unggul
378;26;14.54;93.57;83.5;17;A;81.59;85.71;86.42;Unggul
260;12;21.67;82.54;78.81;16;B;66.13;83.48;68.96;Tidak Unggul
285;12;23.75;75.84;70.25;12;B;73.75;82.31;70.61;Tidak Unggul
511;30;17.03;89.42;80.84;19;B;65.13;91.48;84.04;Unggul
335;11;30.45;61.83;69.5;4;C;61.53;75.26;62.94;Tidak Unggul
805;50;16.1;71.97;78.4;13;B;74.64;91.32;82.09;Unggul
733;29;25.28;62.57;62.75;6;C;66.12;77.58;58.56;Tidak Unggul
278;12;23.17;81.99;74.2;10;B;79.87;88.06;71.61;Tidak Unggul
410;16;25.62;57.76;78.44;8;B;47.08;81.35;66.74;Tidak Unggul
664;43;15.44;96.15;80.03;20;A;91.85;90.73;87.93;Unggul
598;25;23.92;58.05;78.58;11;B;78.53;86.62;70.57;Tidak Unggul
253;8;31.62;70.74;60.0;10;B;72.95;85.64;65.33;Tidak Unggul
632;26;24.31;72.16;66.53;7;B;60.52;80.37;68.8;Tidak Unggul
373;18;20.72;84.05;78.97;15;B;89.71;91.08;84.23;Unggul
981;35;28.03;68.41;71.43;6;C;55.98;82.57;61.67;Tidak Unggul
640;48;13.33;84.13;94.98;19;A;79.05;87.88;84.18;Unggul
622;27;23.04;59.44;79.26;9;B;70.73;85.31;69.48;Tidak Unggul
159;8;19.88;80.78;78.46;13;B;72.93;86.68;66.18;Unggul
554;40;13.85;93.04;85.91;16;B;87.22;84.44;77.91;Unggul
451;26;17.35;71.9;69.82;11;B;69.33;87.35;74.91;Tidak Unggul
380;28;13.57;91.11;90.99;20;A;89.37;93.59;93.06;Unggul
880;37;23.78;60.43;66.12;7;C;58.9;86.67;64.85;Tidak Unggul
215;8;26.88;62.58;70.14;13;B;81.75;87.01;68.76;Tidak Unggul
261;14;18.64;74.57;78.95;12;B;80.01;91.84;79.96;Tidak Unggul
162;10;16.2;79.43;80.02;20;A;69.68;94.67;94.04;Unggul
542;32;16.94;75.44;83.86;12;B;85.88;85.19;75.26;Unggul
649;37;17.54;96.8;76.05;11;A;75.36;85.67;77.29;Unggul
747;47;15.89;71.82;73.46;16;B;80.1;92.56;75.2;Unggul
383;9;42.56;68.58;78.23;7;B;81.14;86.04;67.68;Tidak Unggul
751;54;13.91;68.79;82.97;17;B;72.16;94.53;85.07;Unggul
463;18;25.72;65.51;66.24;5;C;65.33;83.77;56.51;Tidak Unggul
715;35;20.43;64.02;72.63;13;B;68.08;86.49;72.47;Tidak Unggul
161;8;20.12;73.77;60.56;14;B;65.52;86.91;70.54;Tidak Unggul
358;18;19.89;77.31;84.44;13;A;87.67;87.91;85.62;Unggul
163;9;18.11;75.67;77.78;12;B;69.22;91.16;73.19;Unggul
782;37;21.14;67.75;79.03;11;A;72.34;89.43;68.64;Unggul
567;37;15.32;79.72;87.0;17;A;86.69;85.85;84.64;Unggul
586;34;17.24;84.32;82.48;15;A;94.35;93.25;88.33;Unggul
526;33;15.94;77.77;76.16;16;B;79.25;93.44;80.42;Unggul
169;14;12.07;93.03;78.79;16;A;90.59;89.19;86.33;Unggul
736;37;19.89;80.48;86.49;16;B;95.79;89.31;86.23;Unggul
904;67;13.49;73.46;83.07;16;A;97.85;91.62;81.94;Unggul
884;52;17.0;80.76;84.88;17;B;89.14;93.68;92.24;Unggul
219;16;13.69;67.11;93.26;23;A;99.31;93.34;88.15;Unggul
973;67;14.52;92.36;83.77;14;B;86.39;88.22;87.95;Unggul
360;20;18.0;61.61;84.58;16;A;66.5;89.94;81.93;Unggul
250;9;27.78;64.96;60.67;6;C;61.3;80.05;66.41;Tidak Unggul
847;67;12.64;85.38;84.57;16;B;85.03;88.58;85.39;Unggul
281;11;25.55;50.92;63.64;4;C;65.01;80.7;62.67;Tidak Unggul
772;51;15.14;79.3;72.39;15;B;69.56;88.36;72.72;Unggul
530;19;27.89;55.71;69.29;7;C;66.4;85.0;59.63;Tidak Unggul
281;22;12.77;86.34;91.9;19;A;98.65;91.96;85.79;Unggul
169;8;21.12;77.15;74.99;12;B;77.22;87.7;76.82;Tidak Unggul
685;31;22.1;72.21;76.31;12;B;65.6;88.72;79.82;Tidak Unggul
376;30;12.53;76.11;88.8;17;A;81.88;96.19;87.71;Unggul
303;10;30.3;68.33;66.97;8;C;69.14;81.37;69.17;Tidak Unggul
954;43;22.19;73.81;82.43;12;B;78.41;94.11;83.41;Unggul
891;50;17.82;80.42;78.51;17;B;72.12;86.5;80.74;Unggul
618;25;24.72;70.62;76.87;10;B;75.08;81.8;76.05;Tidak Unggul
971;34;28.56;47.1;60.0;4;C;49.33;80.12;64.62;Tidak Unggul
554;26;21.31;64.22;83.3;12;A;66.66;82.45;79.42;Unggul
351;21;16.71;74.89;85.1;17;B;72.74;88.76;89.24;Unggul
187;10;18.7;79.4;88.94;13;B;66.08;90.35;84.43;Unggul
921;42;21.93;63.51;70.08;11;B;55.21;90.49;67.82;Tidak Unggul
337;11;30.64;65.61;66.2;2;C;45.32;79.4;54.33;Tidak Unggul
206;11;18.73;72.47;74.59;12;B;73.41;87.29;74.81;Tidak Unggul
169;15;11.27;91.72;81.71;21;A;93.43;97.4;92.26;Unggul
422;15;28.13;61.3;69.71;9;C;62.09;77.83;53.79;Tidak Unggul
268;18;14.89;65.51;83.47;19;A;77.67;91.81;68.35;Unggul
732;42;17.43;79.13;87.75;13;B;76.99;88.23;66.58;Unggul
665;29;22.93;65.33;72.36;11;B;67.28;83.89;77.31;Tidak Unggul
370;19;19.47;61.6;79.2;15;B;69.26;84.65;77.02;Tidak Unggul
675;51;13.24;76.14;85.79;21;A;87.33;92.06;83.87;Unggul
664;26;25.54;60.03;65.66;6;C;70.12;83.36;58.24;Tidak Unggul
877;48;18.27;52.93;75.06;11;B;66.55;89.98;77.53;Unggul
890;48;18.54;72.0;81.48;12;B;77.06;87.75;79.71;Unggul
485;17;28.53;72.31;68.89;6;C;57.34;85.89;57.37;Tidak Unggul
847;43;19.7;69.07;71.88;10;B;73.51;81.85;65.28;Unggul
204;13;15.69;87.62;77.88;16;B;100.0;88.5;78.17;Unggul
649;46;14.11;81.46;78.24;17;A;91.94;98.4;84.66;Unggul
915;36;25.42;79.02;78.51;13;B;74.19;89.2;69.56;Tidak Unggul
685;50;13.7;68.35;78.68;15;A;84.63;87.97;78.08;Unggul
311;16;19.44;82.36;86.21;16;B;80.68;91.83;75.48;Unggul
819;38;21.55;76.43;86.14;12;A;76.86;87.76;81.11;Unggul
743;36;20.64;88.84;92.39;17;A;69.47;88.94;81.56;Unggul
308;29;10.62;84.12;90.16;20;A;90.21;94.52;80.24;Unggul
337;17;19.82;68.35;82.22;14;A;77.97;85.2;75.33;Unggul
209;12;17.42;78.4;80.54;14;B;75.0;88.86;66.55;Unggul
966;27;35.78;75.94;69.51;7;C;65.3;86.12;71.16;Tidak Unggul
468;31;15.1;84.54;90.02;16;A;89.45;91.77;84.93;Unggul
360;16;22.5;68.89;72.97;9;B;73.74;83.67;68.54;Tidak Unggul
555;27;20.56;63.33;79.2;13;B;72.44;85.53;76.72;Tidak Unggul
813;42;19.36;84.79;79.23;14;B;82.41;82.89;84.58;Unggul
258;10;25.8;70.8;68.41;11;B;66.25;79.07;63.11;Tidak Unggul
225;12;18.75;78.8;80.28;11;B;61.84;92.94;70.56;Unggul
691;40;17.27;76.27;64.0;15;B;72.19;86.79;76.37;Unggul
463;18;25.72;83.35;74.37;9;B;68.11;81.43;62.13;Tidak Unggul
266;12;22.17;61.86;76.49;13;B;53.49;81.16;63.91;Tidak Unggul
853;43;19.84;71.0;81.07;13;B;77.69;88.19;67.94;Unggul
168;11;15.27;83.71;74.54;16;A;78.79;87.86;72.8;Unggul
581;40;14.52;89.89;91.0;17;B;90.45;92.84;79.78;Unggul
834;58;14.38;91.95;93.78;17;A;88.66;88.73;93.94;Unggul
889;62;14.34;76.6;82.69;16;A;68.0;90.48;81.72;Unggul
499;23;21.7;69.58;81.61;10;C;71.44;86.38;62.22;Tidak Unggul
332;12;27.67;50.23;77.4;6;C;61.76;80.22;58.79;Tidak Unggul
262;13;20.15;70.81;72.47;11;B;76.91;89.24;75.14;Tidak Unggul
332;18;18.44;80.51;76.08;15;B;88.76;93.92;76.36;Tidak Unggul
630;38;16.58;81.36;85.03;18;A;75.59;89.57;77.86;Unggul
295;16;18.44;68.64;62.06;12;A;73.99;87.96;84.54;Tidak Unggul
980;73;13.42;73.87;83.03;16;A;84.86;93.22;78.89;Unggul
777;26;29.88;63.51;60.0;3;C;51.48;80.01;65.58;Tidak Unggul
262;16;16.38;89.49;82.97;17;B;69.22;94.38;78.52;Unggul
